id,avg_delay,deviation_delay,avg_stop,deviation_stop,max_stop,min_stop
7817,0.0,0.0,66.17647058823529,19.359555458306716,180.0,60.0
7434,0.0,0.0,61.76470588235294,10.137463493890644,120.0,60.0
7338,0.26666666666666666,3.9911012125588496,62.23529411764706,16.440729237313995,360.0,60.0
7602,1.592920353982301,16.857884459880577,69.70588235294117,35.06173497583328,240.0,60.0
7768,0.0,0.0,60.0,0.0,60.0,60.0
7538,1.44,11.913286700151223,68.57142857142857,43.89226141639205,360.0,60.0
7907,0.0,0.0,62.4,11.757550765359255,120.0,60.0
7248,0.0,0.0,67.4074074074074,31.02280235758825,480.0,60.0
7663,0.0,0.0,62.8235294117647,16.9852368219049,180.0,60.0
7042,26.44736842105263,149.16613792547284,68.33333333333333,42.784992176644735,300.0,60.0
7826,0.0,0.0,62.932330827067666,13.943061167391532,180.0,60.0
7045,0.0,0.0,60.95238095238095,10.647942749998995,180.0,60.0
7758,10.0,22.360679774997898,60.0,0.0,60.0,60.0
7923,0.0,0.0,60.0,0.0,60.0,60.0
7310,0.0,0.0,66.36734693877551,32.580633960802345,480.0,60.0
7204,0.0,0.0,61.88811188811189,20.60114223702163,480.0,60.0
7540,3.0927835051546393,24.92714434590911,61.03448275862069,7.81017355372836,120.0,60.0
7437,0.0,0.0,85.94594594594595,64.44186399318392,600.0,60.0
7240,0.0,0.0,65.06437768240343,20.55287688421926,240.0,60.0
7164,0.449438202247191,5.173422217178123,65.78849721706865,24.651180174841798,300.0,60.0
7361,0.0,0.0,60.8,6.881860213634099,120.0,60.0
7439,0.0,0.0,84.32,60.111043910416335,540.0,60.0
7885,0.0,0.0,64.5,20.73041244162788,180.0,60.0
7507,0.0,0.0,61.18811881188119,8.35915679968532,120.0,60.0
7750,0.0,0.0,63.23651452282158,14.614765266163468,180.0,60.0
7535,0.0,0.0,61.15384615384615,11.710259498183337,180.0,60.0
7154,0.0,0.0,67.66917293233082,50.12596490804511,1140.0,60.0
7970,0.6185567010309279,6.060593178020244,60.0,0.0,60.0,60.0
7148,0.0,0.0,66.61828737300435,20.902031816956708,240.0,60.0
7056,17.142857142857142,109.76784407027742,137.72727272727272,121.07217299768006,360.0,60.0
7829,0.0,0.0,61.43540669856459,9.168642730720384,120.0,60.0
7511,0.0,0.0,62.22222222222222,11.33115447465063,120.0,60.0
7365,3.7735849056603774,67.1867691123202,60.57831325301205,5.862111305844757,120.0,60.0
7618,0.5607476635514018,5.7732505463478505,72.92307692307692,41.42548739504657,300.0,60.0
7466,0.0,0.0,64.02684563758389,17.945460366569513,180.0,60.0
7786,0.9090909090909091,7.329325225725948,64.65306122448979,25.86428553312666,360.0,60.0
7609,0.0,0.0,60.0,0.0,60.0,60.0
7651,0.0,0.0,63.582089552238806,19.060116406381578,180.0,60.0
7550,2.0689655172413794,10.947936459577617,69.47368421052632,42.485128569706475,300.0,60.0
7139,0.0,0.0,68.05237315875614,33.895534229240475,720.0,60.0
7642,4.675324675324675,25.153266064782823,77.5609756097561,53.4096222172526,360.0,60.0
7760,0.0,0.0,60.0,0.0,60.0,60.0
7648,9.850746268656716,42.232212976304226,70.83333333333333,45.084796649079934,360.0,60.0
7647,0.0,0.0,61.343283582089555,11.511904595984277,180.0,60.0
7203,0.0,0.0,61.36363636363637,9.620087851644815,180.0,60.0
7510,2.706766917293233,14.46425823327647,60.821917808219176,6.974203869237181,120.0,60.0
7704,0.0,0.0,61.62162162162162,11.971478156946034,180.0,60.0
7745,0.0,0.0,61.71919770773639,10.992115092134627,180.0,60.0
7931,0.0,0.0,67.5,46.837484987987985,360.0,60.0
7371,0.0,0.0,60.82644628099174,6.993122578944178,120.0,60.0
7557,0.0,0.0,62.69662921348315,25.296624322643193,300.0,60.0
7050,0.0,0.0,131.25,122.2638029017583,540.0,60.0
7897,0.0,0.0,66.66666666666667,18.856180831641282,120.0,60.0
7441,0.0,0.0,63.08571428571429,21.53186532769043,240.0,60.0
7313,5.529953917050691,81.27339238727609,65.03496503496504,21.5767981407292,240.0,60.0
7230,0.0,0.0,64.74418604651163,19.90219460056798,240.0,60.0
7912,26.582278481012658,234.76832682643675,98.27586206896552,58.637928499731274,240.0,60.0
7144,0.0,0.0,66.42201834862385,23.52133272529363,360.0,60.0
7983,0.0,0.0,60.95238095238095,7.4990551181064795,120.0,60.0
7710,0.0,0.0,64.6685878962536,23.865430101168258,360.0,60.0
7478,0.0,0.0,62.44897959183673,19.00919350562451,240.0,60.0
7453,0.0,0.0,63.1413612565445,21.91310579258048,240.0,60.0
7152,0.0,0.0,66.05678233438486,20.154840509311278,240.0,60.0
7795,0.0,0.0,65.34246575342466,24.246575342465718,240.0,60.0
7650,4.090909090909091,23.57947699880534,71.14285714285714,34.08153488926466,180.0,60.0
7638,7.391304347826087,71.67058649030226,72.0,37.72345190368203,240.0,60.0
7201,0.0,0.0,61.01123595505618,7.723442182509836,120.0,60.0
7231,0.0,0.0,62.196339434276204,19.456031403687874,480.0,60.0
7691,0.0,0.0,80.0,44.721359549995796,180.0,60.0
7995,0.0,0.0,60.9375,7.441175562369161,120.0,60.0
7401,0.0,0.0,60.0,0.0,60.0,60.0
7828,0.0,0.0,62.297872340425535,15.973268751949334,240.0,60.0
7580,0.8450704225352113,7.070366421414723,60.666666666666664,6.2893207547043986,120.0,60.0
7801,0.0,0.0,65.17985611510791,21.569780285437137,240.0,60.0
7722,2.142857142857143,15.891853900919255,63.75,14.523687548277813,120.0,60.0
7167,0.0,0.0,67.99249530956848,51.29380423292167,1080.0,60.0
7048,0.0,0.0,155.67567567567568,123.56288563166748,360.0,60.0
7649,0.0,0.0,69.5798319327731,49.796138319837624,540.0,60.0
7778,0.0,0.0,61.94444444444444,13.399718994658128,180.0,60.0
7716,7.2727272727272725,50.64868464430583,65.22935779816514,31.827987518783615,480.0,60.0
7834,0.0,0.0,62.30769230769231,12.95189095421751,180.0,60.0
7524,0.0,0.0,60.0,0.0,60.0,60.0
7364,0.0,0.0,60.645161290322584,7.592646642541828,180.0,60.0
7044,0.5263157894736842,5.594813585649804,114.5945945945946,99.79965321378832,360.0,60.0
7234,0.0,0.0,62.82131661442006,13.97050352705451,180.0,60.0
7353,0.0,0.0,62.581755593803784,13.153886398422541,180.0,60.0
7922,0.0,0.0,60.0,0.0,60.0,60.0
7473,0.0,0.0,60.0,0.0,60.0,60.0
7749,0.0,0.0,61.62162162162162,9.729729729729744,120.0,60.0
7548,5.070422535211268,24.140039758454705,64.0909090909091,19.80796233590991,180.0,60.0
7669,63.23076923076923,318.4752505409181,82.45398773006134,171.6577134365293,1860.0,60.0
7578,0.0,0.0,62.72727272727273,20.04127971368055,240.0,60.0
7013,0.0,0.0,62.5,17.99305421544658,240.0,60.0
7972,0.0,0.0,65.0,34.27827300200522,300.0,60.0
7256,0.0,0.0,63.375,19.554011736725535,300.0,60.0
7683,0.0,0.0,60.0,0.0,60.0,60.0
7695,0.0,0.0,75.0,39.68626966596886,180.0,60.0
7925,0.0,0.0,60.0,0.0,60.0,60.0
7588,72.0,157.53094934012174,60.0,0.0,60.0,60.0
7573,0.0,0.0,62.10526315789474,13.602997877179048,180.0,60.0
7323,0.0,0.0,62.043010752688176,10.881486673506096,120.0,60.0
7065,0.0,0.0,60.0,0.0,60.0,60.0
7004,0.0,0.0,68.27586206896552,43.79174583831042,300.0,60.0
7146,0.0,0.0,67.0028818443804,22.951081740917218,300.0,60.0
7200,0.0,0.0,62.17142857142857,14.885248141865087,240.0,60.0
7689,0.0,0.0,72.0,36.0,180.0,60.0
7001,16.638655462184875,104.6264046795809,75.10791366906474,100.52643380826947,900.0,60.0
7888,0.0,0.0,60.0,0.0,60.0,60.0
7614,4.0,32.0,68.0,31.496031496047245,240.0,60.0
7595,0.0,0.0,60.0,0.0,60.0,60.0
7123,0.0,0.0,69.0,36.105614308793925,660.0,60.0
7860,1.5789473684210527,9.604361889944558,60.0,0.0,60.0,60.0
7599,0.0,0.0,60.0,0.0,60.0,60.0
7854,0.0,0.0,60.0,0.0,60.0,60.0
7098,0.0,0.0,117.27272727272727,366.52150895810405,2520.0,60.0
7735,0.0,0.0,64.02684563758389,22.70084003670678,360.0,60.0
7522,0.0,0.0,62.89156626506024,26.184246182566046,300.0,60.0
7295,0.0,0.0,69.0,21.42428528562855,120.0,60.0
7896,0.0,0.0,60.0,0.0,60.0,60.0
7619,24.782608695652176,204.39453675199906,61.09756097560975,10.418803072608375,180.0,60.0
7076,0.0,0.0,62.22222222222222,11.331154474650628,120.0,60.0
7417,0.6282722513089005,6.107504323106877,62.07920792079208,21.005271930578854,300.0,60.0
7886,0.0,0.0,64.4776119402985,18.869827617049676,180.0,60.0
7029,13.241379310344827,158.89655172413768,76.84931506849315,154.29358878652943,1920.0,60.0
7987,0.0,0.0,65.38461538461539,23.895730103090862,180.0,60.0
7678,1.675977653631285,16.082400718518656,70.67796610169492,33.716887423933045,240.0,60.0
7761,0.0,0.0,60.0,0.0,60.0,60.0
7363,9.195402298850574,105.82156300703525,61.4218009478673,9.126145897183639,120.0,60.0
7506,0.0,0.0,62.16867469879518,19.638184636924496,240.0,60.0
7442,0.7792207792207793,6.793089262660791,79.38461538461539,66.65356873305488,420.0,60.0
7831,0.0,0.0,63.10880829015544,13.299015317849188,120.0,60.0
7273,0.19672131147540983,3.429953267048425,62.17303822937626,17.719768014720685,300.0,60.0
7908,0.0,0.0,91.03448275862068,51.35037370754835,180.0,60.0
7920,0.0,0.0,63.1578947368421,13.397812696166163,120.0,60.0
7878,0.0,0.0,60.0,0.0,60.0,60.0
7298,0,0,60.0,0.0,60.0,60.0
7508,0.0,0.0,60.0,0.0,60.0,60.0
7053,0.0,0.0,64.65116279069767,28.558291038155858,300.0,60.0
7726,0.0,0.0,77.14285714285714,50.34574339058887,300.0,60.0
7913,0.0,0.0,62.142857142857146,11.134612334371354,120.0,60.0
7405,0.0,0.0,61.52866242038217,9.454254937722027,120.0,60.0
7462,0.0,0.0,61.83673469387755,13.427578897629388,180.0,60.0
7217,3.6610169491525424,62.77336425573181,62.08955223880597,12.036922479794617,180.0,60.0
